pattern,prob_feature,occur_feature,log_occur_feature,prob_log_occur,constant,outsideSentence,new_outside,frequency,quote,dash,parenthesis,capital,avg_idf,stop_ratio,first_stop,last_stop,F1.1,F4.1
in vegas for,6.8648090096,0.0118035705,8.1730578855,0.0001759378,1,0.1202391646,0.1275077145,18,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0136080184,0.6666666667,1,1,0.0000000000,0.0000000000
were not disappointed,139.8012295082,0.0517657933,20.3690555719,0.0004261218,1,0.1434513334,0.1903889691,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0091573410,0.6666666667,1,0,0.0000000000,0.0000000000
enjoyed the food,35.6344990357,0.0352922294,19.8953716974,0.0005620452,1,0.2474302840,0.9939307041,31,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0205709163,0.3333333333,0,0,0.0000000000,0.0000000000
and have a,1.3464752339,0.0042682783,1.0305364213,0.0000181131,1,0.3694073217,0.5876649935,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0234921438,1.0000000000,1,1,0.0000000000,0.0000000000
we ate,43.3055894474,0.0387487284,24.1287759714,0.0005226059,1,0.2295119444,0.5455814516,41,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0104689613,0.5000000000,1,0,0.0000000000,0.0000000000
indian food i have ever,56.4423353369,0.0441292065,16.6293900241,0.0005798129,1,0.2075373943,0.3574854752,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0157581807,0.6000000000,0,1,0.0352021549,-0.0042641419
my friends and i,43.9609854977,0.0325499023,16.4910334767,0.0004862972,1,0.2558548620,0.6384976994,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192364367,0.7500000000,1,1,0.0000000000,0.0000000000
side and,1.7810141025,0.0040702733,1.9142991895,0.0000214760,1,0.3713931263,0.8499670563,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0166152872,1.0000000000,1,1,0.0000000000,0.0000000000
was cooked to perfection,36.7531313131,0.0246182982,12.9952123773,0.0003169802,1,0.1782863828,0.4913446603,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0137163838,0.5000000000,1,0,0.0000000000,0.0000000000
i like it,12.9569220414,0.0202252014,13.5548727399,0.0003639258,1,0.3578278301,0.5512616377,28,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0199025425,1.0000000000,1,1,0.0000000000,0.0000000000
need to go,64.7627589984,0.0296016699,14.4478350627,0.0002539404,1,0.2604095083,0.4929815432,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0112121279,1.0000000000,1,1,0.0000000000,0.0000000000
when i go,28.8224353127,0.0220787196,13.0176938061,0.0002558103,1,0.3716445617,0.9558771402,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0145416027,1.0000000000,1,1,0.0000000000,0.0000000000
was way,4.8591880342,0.0095079468,7.4149439074,0.0001176431,1,0.3177000030,0.7123764071,22,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0153315011,1.0000000000,1,1,0.0000000000,0.0000000000
we felt,16.8602040564,0.0146241486,10.9410077567,0.0001433343,1,0.2334104957,0.5541377944,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0104311052,0.5000000000,1,0,0.0000000000,0.0000000000
restaurant is,13.7958761892,0.0454417268,34.9149682545,0.0015712503,1,0.2049973547,0.3211873008,177,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0148067754,0.5000000000,0,1,0.0000000000,0.0000000000
still a,4.1658029978,0.0093845384,7.1345452682,0.0001206656,1,0.1116947339,0.2134652598,25,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0153485769,1.0000000000,1,1,0.0000000000,0.0000000000
we also had the,6.9692660736,0.0102996703,6.7255876543,0.0001576151,1,0.2535569106,0.5712226764,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0203591400,1.0000000000,1,1,0.0000000000,0.0000000000
but i am,8.7680937911,0.0157211936,10.8555971356,0.0002753988,1,0.2357579982,0.6855207182,25,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0162267924,1.0000000000,1,1,0.0000000000,0.0000000000
all were,5.9924540656,0.0129316183,10.2856452895,0.0001998645,1,0.0743971177,0.0594907927,33,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0109404740,1.0000000000,1,1,0.0000000000,0.0000000000
the main,13.9104302679,0.0300960288,23.1013129235,0.0006856921,1,0.2243846487,1.2454996246,77,0.0000000000,0.0000000000,0.0000000000,0.0129870130,0.0217509976,0.5000000000,1,0,0.0000000000,0.0000000000
i was so,6.7734891948,0.0138178077,9.5650817241,0.0002426594,1,0.4585909795,0.8191658874,25,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0230013442,1.0000000000,1,1,0.0000000000,0.0000000000
indian food you,1.9109519342,0.0054922692,2.4231029839,0.0000460017,1,0.4037228046,0.4434437995,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0157038947,0.3333333333,0,1,0.0000000000,0.0000000000
like my,3.3266371449,0.0080437800,5.7644069010,0.0000935116,1,0.1311189721,0.1476910479,23,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0116672235,1.0000000000,1,1,0.0000000000,0.0000000000
if you're looking,409.9113025210,0.1008368347,28.2172635431,0.0006715287,1,0.0000000000,0.0000000000,22,0,0,0,0,0.0044023943,1.0000000000,1,1,0.2270727592,-0.0001153277
a coupon,26.2587835795,0.0240279946,16.6635985525,0.0002874105,1,0.1946912005,0.5319905026,26,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0140683331,0.5000000000,1,0,0.0000000000,0.0000000000
for this place,1.6528777165,0.0062559451,2.3028260371,0.0000535438,1,0.2272727273,0.2727272727,21,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0148406076,0.6666666667,1,0,0.0000000000,0.0000000000
small for the price,249.4161815574,0.0562472756,17.4529990918,0.0003733766,1,0.2614020317,1.2744880235,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0166212317,0.5000000000,0,0,10000000000.0000000000,10000000000.0000000000
so i'm not,21.0152232358,0.0175509891,10.9797945334,0.0002008650,1,0.0000000000,0.0000000000,13,0,0,0,0,0.0099689764,1.0000000000,1,1,0.0000000000,0.0000000000
and the wait,5.3859009355,0.0077927743,5.3245944291,0.0000854328,1,0.4027305859,1.3668876568,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0249935510,0.6666666667,1,0,0.0000000000,0.0000000000
do a,4.3722819290,0.0112121032,8.6023161774,0.0001696688,1,0.1956616025,0.5439377919,34,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0157032469,1.0000000000,1,1,0.0000000000,0.0000000000
to check out,39.7398639915,0.0341320819,18.7763990559,0.0004857774,1,0.2085291578,0.4480745800,26,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0118918363,0.6666666667,1,1,0.0000000000,0.0000000000
flavors of india,698.7124474790,0.1087070692,25.3650946641,0.0004984487,1,0.0245741868,0.1068315025,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0092685953,0.3333333333,0,0,0.2045833244,-0.0006511174
at dinner,7.4444248590,0.0093880013,7.5112477844,0.0000950656,1,0.1450128268,0.1957573340,14,0.0000000000,0.0000000000,0.0588235294,0.0000000000,0.0078257861,0.5000000000,1,0,0.0000000000,0.0000000000
at reasonable prices,105.0977627151,0.0344238668,14.7200577896,0.0002361826,1,0.0000000000,0.0000000000,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0049275284,0.3333333333,1,0,0.0000000000,0.0000000000
his food,7.1983668464,0.0081828931,6.5465336841,0.0000734437,1,0.3885483725,0.4445150850,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0099240150,0.5000000000,1,0,0.0000000000,0.0000000000
it was spicy,6.5879359871,0.0101976857,7.0539225299,0.0001339162,1,0.4542083624,0.7415061920,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0179226738,0.6666666667,1,0,0.0000000000,0.0000000000
real indian,29.2568346570,0.0222444778,15.0984372740,0.0002283989,1,0.1329888812,0.2788157838,20,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0084288795,0.0000000000,0,0,0.0000000000,0.0000000000
last time i,32.4368000282,0.0314241690,18.0789397733,0.0004766430,1,0.3177281708,1.0833517498,27,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0132997217,1.0000000000,1,1,0.0000000000,0.0000000000
he said he,196.1495265094,0.0493233870,17.5080551816,0.0002946270,1,0.4295619451,0.4979386081,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0046805067,1.0000000000,1,1,0.0000000000,0.0000000000
it was amazing,11.5352469890,0.0144256821,9.7816292142,0.0001985224,1,0.1414562396,0.2064373271,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0173867112,0.6666666667,1,0,0.0000000000,0.0000000000
malai kofta and,7.4525838526,0.0108462690,7.5153463471,0.0001426761,1,0.2212745134,0.7980902798,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0108698666,0.3333333333,0,1,0.0000000000,0.0000000000
the sweet rice,15.2077196111,0.0160376450,10.5414983416,0.0002071507,1,0.3036443235,0.9369067162,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0168109713,0.3333333333,1,0,0.0000000000,0.0000000000
their chai,45.5296309986,0.0196218800,12.0747251035,0.0001291589,1,0.1070302775,0.1528852627,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0046923029,0.5000000000,1,0,0.0000000000,0.0000000000
here for the,7.5314420931,0.0210137548,14.5598400739,0.0005327171,1,0.3019030210,0.8040422056,52,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0230217606,1.0000000000,1,1,0.0000000000,0.0000000000
when you walk,251.1168339768,0.0558080918,18.3273976393,0.0003084150,1,0.2767857418,0.8189108139,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0072653768,0.6666666667,1,0,0.1714417102,-0.0004801641
the tandoori chicken,10.3770322052,0.0313501153,21.4427416525,0.0009971450,1,0.2694419405,1.0176295000,84,0.0000000000,0.0000000000,0.0000000000,0.0240963855,0.0190379378,0.3333333333,1,0,0.0000000000,0.0000000000
the chicken vindaloo,10.8094085471,0.0174555641,11.9020845833,0.0003019475,1,0.2528592540,0.8654419815,25,0.0000000000,0.0000000000,0.0000000000,0.0357142857,0.0185893561,0.3333333333,1,0,0.0000000000,0.0000000000
someone to,9.0098477066,0.0095618714,7.6151975190,0.0000892316,1,0.2813779652,0.8741067653,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0130660259,1.0000000000,1,1,0.0000000000,0.0000000000
a better,6.6409187790,0.0169235988,13.5205116879,0.0003266069,1,0.1870725105,0.4903420084,51,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0156863149,1.0000000000,1,1,0.0000000000,0.0000000000
the paneer,7.0468037197,0.0247746911,19.8164632291,0.0006802865,1,0.3333543722,1.1837592233,103,0.0000000000,0.0000000000,0.0000000000,0.0761904762,0.0227965536,0.5000000000,1,0,0.0000000000,0.0000000000
don't want to,62.8146237286,0.0429121202,21.1108989343,0.0005461749,1,0.0000000000,0.0000000000,26,0,0,0,0,0.0111352465,1.0000000000,1,1,0.0000000000,0.0000000000
did not have,28.0205456119,0.0269566009,15.9842091878,0.0003889497,1,0.1164610674,0.1493950057,23,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0098086970,1.0000000000,1,1,0.0000000000,0.0000000000
vindaloo and the,7.0563818996,0.0097711252,6.7686205259,0.0001189677,1,0.3776190085,1.5819957233,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0248667575,0.6666666667,0,1,0.0000000000,0.0000000000
in phoenix,90.5256652001,0.0660566948,34.0167862253,0.0008687160,1,0.1166785233,0.3169135266,57,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0093596338,0.5000000000,1,0,0.0000000000,0.0000000000
they always have,112.6864875167,0.0390471608,16.3665274554,0.0002876640,1,0.1929633819,0.2138970911,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0101742527,1.0000000000,1,1,0.0000000000,0.0000000000
all i,1.9474602748,0.0088909562,4.6178282827,0.0001082195,1,0.3365209764,0.5700574114,48,0.0000000000,0.0000000000,0.0000000000,0.2400000000,0.0195108956,1.0000000000,1,1,0.0000000000,0.0000000000
extremely friendly,170.7119904891,0.0495393179,21.1926716729,0.0002955679,1,0.0000000000,0.0000000000,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0029288228,0.0000000000,0,0,0.0000000000,0.0000000000
indian food and,3.2005143982,0.0212386944,13.0062184829,0.0007378098,1,0.3160067873,0.5158605409,125,0.0000000000,0.0166666667,0.0000000000,0.0000000000,0.0211823123,0.3333333333,0,1,0.0000000000,0.0000000000
at this,9.3360540085,0.0269506436,21.4266595433,0.0006951771,1,0.1538258384,0.1556756965,92,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0125486835,1.0000000000,1,1,0.0000000000,0.0000000000
fish and,6.1040210602,0.0081916849,6.5222538464,0.0000795457,1,0.2756255901,0.9669152473,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0158412210,0.5000000000,0,1,0.0000000000,0.0000000000
masala or,7.5619809872,0.0079967099,6.3977088941,0.0000684339,1,0.1000000000,0.1000000000,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0066410056,0.5000000000,0,1,0.0000000000,0.0000000000
you can't go,125.5144429594,0.0504714778,20.5022252531,0.0004413423,1,0.0000000000,0.0000000000,18,0,0,0,0,0.0079941711,1.0000000000,1,1,0.0000000000,0.0000000000
india oven,473.7708333333,0.0663856256,20.4328090521,0.0002292300,1,0.0000000000,0.0000000000,11,0.0000000000,0.0000000000,0.0833333333,0.8333333333,0.0020819096,0.0000000000,0,0,1.4403933664,0.0001323675
going back for,17.1064819981,0.0164326380,10.6242769643,0.0002016981,1,0.1225239168,0.2285973368,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0095485530,1.0000000000,1,1,0.0000000000,0.0000000000
part of the meal,227.8481695568,0.0563843130,18.0048929560,0.0004039838,1,0.2409782459,1.3868563200,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0174967846,0.7500000000,1,0,0.0000000000,0.0000000000
this place so,1.9906179127,0.0049688194,2.2833140836,0.0000384238,1,0.1558680025,0.1543838400,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0126813179,0.6666666667,1,1,0.0000000000,0.0000000000
the table and,4.0693473735,0.0074202053,4.8618064665,0.0000854529,1,0.4313209931,1.4321446052,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0252098610,0.6666666667,1,1,0.0000000000,0.0000000000
and there were,4.0693473735,0.0095794439,6.2765651591,0.0001424214,1,0.2343563347,0.3985269433,20,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0174835383,1.0000000000,1,1,0.0000000000,0.0000000000
great taste,11.0726609078,0.0101488280,7.9747549542,0.0000894666,1,0.1123393134,0.2019020742,11,0.0000000000,0.0000000000,0.0000000000,0.0909090909,0.0066587987,0.0000000000,0,0,0.0000000000,0.0000000000
style and,3.6690836974,0.0058420962,4.3114197211,0.0000483686,1,0.2616892746,0.7823339930,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0160193748,0.5000000000,0,1,0.0000000000,0.0000000000
the first time i,11.0211550625,0.0190651141,12.2367117405,0.0004221128,1,0.3237393983,1.0208407564,26,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0208418529,1.0000000000,1,1,0.0000000000,0.0000000000
for take out,16.1352348517,0.0165194732,10.7707875256,0.0002116564,1,0.0958264753,0.1180062728,15,0.0000000000,0.1333333333,0.0000000000,0.0000000000,0.0100913340,1.0000000000,1,1,0.0000000000,0.0000000000
many places,75.8556056257,0.0277445709,14.9955125620,0.0001757110,1,0.0000000000,0.0000000000,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0030625135,0.5000000000,1,0,0.0000000000,0.0000000000
indian food is,3.2853676262,0.0140117648,8.6595346004,0.0003198680,1,0.2178745666,0.2363636364,53,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0180018568,0.3333333333,0,1,0.0000000000,0.0000000000
on the menu,81.2648083392,0.1229578179,56.4896470839,0.0036817067,1,0.2507770937,0.8908270094,165,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0200423518,0.6666666667,1,0,0.0000000000,0.0000000000
i know what,9.6604444528,0.0127822439,8.7840798192,0.0001726157,1,0.2802042630,1.2056624301,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0133659793,1.0000000000,1,1,0.0000000000,0.0000000000
walked in and,9.5015422164,0.0108556620,7.4672285620,0.0001256592,1,0.2132810841,0.6255028124,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0163535603,0.6666666667,0,1,0.0000000000,0.0000000000
it on the,1.6808255619,0.0058406407,2.2031400027,0.0000474260,1,0.3927522529,0.6923914326,18,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0250763278,1.0000000000,1,1,0.0000000000,0.0000000000
area is,4.1511110986,0.0059248277,4.5011102312,0.0000481467,1,0.1325006377,0.2774941348,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0117852734,0.5000000000,0,1,0.0000000000,0.0000000000
on the inside,85.4419660634,0.0537599878,24.3618086842,0.0006770309,1,0.3462359254,1.4768281927,30,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0187706041,0.6666666667,1,0,0.0000000000,0.0000000000
can be a,13.9631903739,0.0213675262,14.1975810159,0.0003879285,1,0.2137009902,0.4263036130,29,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0142640522,1.0000000000,1,1,0.0000000000,0.0000000000
a side of rice,40.6816242230,0.0268783335,13.8657460045,0.0003509816,1,0.2653306097,0.5187722209,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0147406464,0.7500000000,1,0,0.0000000000,0.0000000000
very helpful,105.7265823634,0.0534885266,26.3657850500,0.0005045019,1,0.1014563762,0.1969589079,32,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0060898957,0.5000000000,1,0,0.0000000000,0.0000000000
through the,12.1170194235,0.0228600165,17.8150861152,0.0004303483,1,0.2623973142,1.3542674877,51,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0215765114,1.0000000000,1,1,0.0000000000,0.0000000000
and potatoes,8.8785760876,0.0109603696,8.7345647746,0.0001181812,1,0.1848823514,0.8057674262,16,0.0000000000,0.0555555556,0.0000000000,0.0000000000,0.0157507894,0.5000000000,1,0,0.0000000000,0.0000000000
at the menu,9.4927011485,0.0122411393,8.4206867672,0.0001598637,1,0.2573778382,0.9710445288,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0193128975,0.6666666667,1,0,0.0000000000,0.0000000000
that makes,34.2785154746,0.0269199690,17.6725939346,0.0002988941,1,0.0764328862,0.1678554430,25,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0085004521,0.5000000000,1,0,0.0000000000,0.0000000000
they even,14.7928207551,0.0206233164,15.7094122772,0.0003098464,1,0.1244099922,0.2180759987,34,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0089716433,1.0000000000,1,1,0.0000000000,0.0000000000
a very nice,8.1824353254,0.0142467416,9.8592061944,0.0002346344,1,0.2164271016,0.4957515762,22,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0147544242,0.6666666667,1,0,0.0000000000,0.0000000000
the items on the,8.2137778725,0.0107055010,6.9841915088,0.0001567074,1,0.2250882618,1.0154094921,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0247119535,0.7500000000,1,1,0.0000000000,0.0000000000
out of my,9.2583015815,0.0120890618,8.3271356572,0.0001580877,1,0.0928943448,0.1874908163,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0150323858,1.0000000000,1,1,0.0000000000,0.0000000000
lunch buffet was,3.2436796941,0.0116327598,7.1576377246,0.0002209067,1,0.1883945350,0.3102962906,37,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0152626920,0.3333333333,0,1,0.0000000000,0.0000000000
is another,6.1758620046,0.0085507923,6.8122427915,0.0000862187,1,0.1247035332,0.2790565937,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0117125486,1.0000000000,1,1,0.0000000000,0.0000000000
to keep,25.6582526413,0.0283340039,19.7377448210,0.0004061117,1,0.1572574565,0.5423120760,37,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0131038540,1.0000000000,1,1,0.0000000000,0.0000000000
can also,9.5204404161,0.0089726777,7.1260064804,0.0000762243,1,0.0725333442,0.0441363650,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0061256976,1.0000000000,1,1,0.0000000000,0.0000000000
